census region,year,value
66,2000,1059.41711772
66,2001,1053.23421298
66,2002,999.513506926
66,2003,1062.61356502
66,2004,1024.14351412
66,2005,992.455170703
66,2006,990.445760054
66,2007,1051.81210223
66,2008,1117.21594698
66,2009,1121.61857999
66,2010,1125.35923758
66,2011,1127.89042737
66,2012,1129.9061395
66,2013,1131.51842553
66,2014,1132.95199644
66,2015,1134.99587342
66,2016,1137.01057243
67,2000,1273.10115935
67,2001,1265.71828065
67,2002,1200.82932518
67,2003,1277.04729405
67,2004,1232.4859861
67,2005,1196.53706852
67,2006,1196.4058694
67,2007,1271.80918032
67,2008,1351.14493249
67,2009,1355.9607176
67,2010,1360.12020078
67,2011,1363.16686821
67,2012,1365.96147032
67,2013,1368.62801351
67,2014,1371.28665433
67,2015,1374.6962229
67,2016,1378.0425725
68,2000,1987.16591102
68,2001,1991.61309549
68,2002,1905.98628773
68,2003,2044.36960843
68,2004,1992.47472089
68,2005,1955.26799322
68,2006,1974.94883181
68,2007,2121.53713651
68,2008,2274.80368209
68,2009,2301.22799042
68,2010,2326.53786201
68,2011,2350.04639857
68,2012,2373.5180574
68,2013,2397.5671971
68,2014,2422.58265476
68,2015,2449.67440939
68,2016,2477.24618232
69,2000,1254.31581191
69,2001,1260.43441088
69,2002,1207.67088017
69,2003,1295.9022515
69,2004,1261.89577889
69,2005,1236.73976756
69,2006,1248.19953874
69,2007,1338.84158093
69,2008,1435.83543844
69,2009,1453.53228869
69,2010,1470.77181463
69,2011,1487.17470251
69,2012,1503.65316946
69,2013,1520.34398727
69,2014,1537.23013544
69,2015,1554.78636404
69,2016,1572.25789544
