census region,air conditioning type,housing types,technology,vintage,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
66,63,28,45,2004,0.0,0.0,0.0,0.0,444.978734817,444.880584312,444.160848774,442.156775645,438.203620525,431.667740055,421.984816223,408.703851651,391.533744852,370.38714803,345.414908328,317.023921965,285.87204127
66,63,28,45,2005,0.0,0.0,0.0,0.0,0.0,801.572686864,801.395881192,800.099369013,796.489285751,789.368178778,777.594620045,760.152062309,736.228091065,705.298323947,667.205414991,622.221096172,571.07833936
66,63,28,45,2006,0.0,0.0,0.0,0.0,0.0,0.0,597.68714916,597.555315229,596.588579859,593.896746157,588.586941824,579.808068904,566.80214595,548.963401687,525.900834017,497.497119008,463.954871733
66,63,28,45,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.018597363,403.929481578,403.275997445,401.456398549,397.86712998,391.93287503,383.141260961,371.082804549,355.493200097,336.293140143
66,63,28,45,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.077030324,350.999592044,350.431738806,348.85057551,345.731635545,340.574990235,332.935406861,322.457059837,308.91027741
66,63,28,45,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.759542008,374.676879994,374.070721228,372.382897813,369.053564327,363.549068539,355.394143782,344.208961636
66,63,28,45,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.353167609,743.189203619,741.986859215,738.638982132,732.035092663,721.116666522,704.940989935
66,63,28,45,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.080933053,663.934454415,662.86032972,659.869474991,653.969833648,644.215763934
66,63,28,45,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.147978584,397.060378275,396.418007097,394.629351753,391.101121205
66,63,28,45,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.737309551,443.639432872,442.92170529,440.923223231
66,63,28,45,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.41593908,391.329603107,390.696503277
66,63,28,45,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.6884271,641.546887655
66,63,28,45,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.877002477
66,63,28,72,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,42,2000,3708.47478115,3708.45942078,3708.11746065,3706.22364726,3700.17114389,3685.65105079,3656.45774796,3604.48601551,3520.04190505,3392.62727217,3212.35138376,2972.02900241,2669.79995983,2311.74530462,1913.56923483,1500.19247771,1102.38661991
66,63,29,42,2001,0.0,10406.1587859,10406.1156839,10405.1561274,10399.8419958,10382.85838,10342.1142996,10260.1964863,10114.3613028,9877.40706319,9519.87546875,9014.01264622,8339.65647347,7491.58722873,6486.86862714,5369.56740453,4209.61232142
66,63,29,42,2002,0.0,0.0,12062.4661719,12062.4162095,12061.3039241,12055.1439631,12035.4571319,11988.2279765,11893.2716269,11724.2244305,11449.555116,11035.1166232,10448.7376039,9667.04681006,8683.99371751,7519.35800579,6224.22033984
66,63,29,42,2003,0.0,0.0,0.0,8091.30179342,8091.26827953,8090.52217695,8086.39017753,8073.1845784,8041.50404601,7977.80890517,7864.41485591,7680.17124562,7402.17279386,7008.83949505,6484.49430464,5825.07863147,5043.86035582
66,63,29,42,2004,0.0,0.0,0.0,0.0,9701.22471607,9701.18453393,9700.28997964,9695.33583802,9679.50272637,9641.51873175,9565.15019546,9429.1941798,9208.29169568,8874.98000863,8403.3853484,7774.71141548,6984.09208251
66,63,29,42,2005,0.0,0.0,0.0,0.0,0.0,13169.7101888,13169.6556403,13168.4412554,13161.7158562,13140.2219214,13088.6574833,12984.9848523,12800.4203899,12500.5384903,12048.057649,11407.8534291,10554.4092772
66,63,29,42,2006,0.0,0.0,0.0,0.0,0.0,0.0,11445.9464518,11445.8990431,11444.8436072,11438.9984855,11420.3178597,11375.5026141,11285.3995392,11124.9924442,10864.3616395,10471.1053411,9914.69649728
66,63,29,42,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11695.5372125,11695.48877,11694.4103193,11688.4377385,11669.3497623,11623.5572737,11531.4894076,11367.5844691,11101.2703388,10699.438678
66,63,29,42,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5885.97301383,5885.94863433,5885.40588611,5882.40008584,5872.79374534,5849.7479162,5803.41323611,5720.92535827,5586.8983567
66,63,29,42,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7972.08665138,7972.05363127,7971.31852158,7967.24740196,7954.2363707,7923.02261107,7860.26593791,7748.54260716
66,63,29,42,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12226.8024384,12226.7517954,12225.6243565,12219.3804736,12199.4254335,12151.5528389,12055.3028259
66,63,29,42,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13658.0353333,13657.9787622,13656.7193486,13649.7445755,13627.4536582,13573.9772409
66,63,29,42,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10863.2656224,10863.2206272,10862.2189206,10856.6713575,10838.9417097
66,63,29,42,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7324.75747456,7324.72713566,7324.05171649,7320.31116961
66,63,29,42,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8525.20919536,8525.17388424,8524.38777087
66,63,29,42,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10521.7838234,10521.7402425
66,63,29,42,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11904.0180335
66,63,29,44,2000,236.860709297,236.859728228,236.837887195,236.716929117,236.330355033,235.402955023,233.538375425,230.218934917,224.825479904,216.687492699,205.173251045,189.823833005,170.520429417,147.651437553,122.219886341,95.8174654866,70.4095597573
66,63,29,44,2001,0.0,664.642554294,664.639801368,664.578514379,664.239100188,663.154354697,660.552025616,655.319925493,646.005415607,630.871121166,608.035537253,575.726020801,532.65481476,478.488534902,414.317042669,342.954885528,268.868421429
66,63,29,44,2002,0.0,0.0,770.431096864,770.427905765,770.356863968,769.963426554,768.706026388,765.689494816,759.624621885,748.827558077,731.284397484,704.81416345,667.362068278,617.43538769,554.647674002,480.262257616,397.541666457
66,63,29,44,2003,0.0,0.0,0.0,516.792372882,516.790232346,516.742578689,516.478667412,515.635224282,513.611785048,509.543569102,502.30107818,490.533417674,472.777624699,447.655381825,414.165394419,372.048439799,322.151938998
66,63,29,44,2004,0.0,0.0,0.0,0.0,619.618334463,619.615768025,619.55863274,619.242211148,618.230948492,615.804906402,610.927239237,602.243712935,588.134645956,566.845990304,536.725185306,496.571709159,446.07476175
66,63,29,44,2005,0.0,0.0,0.0,0.0,0.0,841.150899127,841.14741511,841.069852207,840.640300187,839.267480106,835.974053538,829.352470712,817.564317343,798.41082605,769.510822859,728.620905958,674.111330166
66,63,29,44,2006,0.0,0.0,0.0,0.0,0.0,0.0,731.053911686,731.050883686,730.983472876,730.61014428,729.417010573,726.554655699,720.79976198,710.554542436,693.908023069,668.79069822,633.252801595
66,63,29,44,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.995302177,746.992208149,746.923327376,746.541857962,745.322706734,742.397935237,736.517550078,726.048922871,709.039408845,683.374374617
66,63,29,44,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.937770979,375.936213857,375.901548467,375.709567659,375.09600959,373.624069842,370.664668514,365.396158302,356.835838352
66,63,29,44,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.178088097,509.175979099,509.129027558,508.869004682,508.037988624,506.044362219,502.036086312,494.900304372
66,63,29,44,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.927273044,780.924038471,780.852028816,780.453231301,779.178700604,776.1210725,769.973573134
66,63,29,44,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.340282073,872.33666887,872.25622998,871.810750423,870.387026977,866.971482079
66,63,29,44,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.838020334,693.835146481,693.771167365,693.416843874,692.284449236
66,63,29,44,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.833099383,467.831161635,467.788022534,467.549113377
66,63,29,44,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.506088374,544.503833048,544.453623897
66,63,29,44,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.02753869,672.024755175
66,63,29,44,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.310996108
66,63,29,45,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,45,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,72,2000,40.8101326475,40.810086542,40.8087560955,40.8000958837,40.7690528541,40.6876559453,40.5115253857,40.1772200746,39.6012594164,38.6821672929,37.3073600642,35.3668359598,32.7749172479,29.4991408237,25.5914359965,21.2115790884,16.6289358614
66,63,29,72,2001,0.0,114.515197073,114.515067699,114.511334402,114.48703343,114.399925195,114.17152155,113.677290719,112.739213921,111.123040584,108.544023834,104.686248558,99.2410444916,91.9679957943,82.776009431,71.8108015435,59.5207121847
66,63,29,72,2002,0.0,0.0,132.742130817,132.741980851,132.737653339,132.709484478,132.608511567,132.343753811,131.770858203,130.683471408,128.810058114,125.820549407,121.348747206,115.036851414,106.606180147,95.9511414487,83.2406445275
66,63,29,72,2003,0.0,0.0,0.0,89.0412147762,89.0411141814,89.0382113588,89.0193161548,88.9515852045,88.7739901033,88.3897012524,87.660300266,86.4036457702,84.3983330239,81.3987224423,77.164807668,71.5096535253,64.3624306857
66,63,29,72,2004,0.0,0.0,0.0,0.0,106.757707918,106.757587308,106.754106912,106.731452137,106.650244788,106.437313664,105.976563021,105.102033427,103.595342913,101.191033931,97.594592091,92.5182570706,85.7378992811
66,63,29,72,2005,0.0,0.0,0.0,0.0,0.0,144.92686386,144.926700128,144.921975384,144.891220832,144.780979364,144.49191883,143.866435697,142.679234942,140.633856344,137.369933136,132.487652998,125.596372464
66,63,29,72,2006,0.0,0.0,0.0,0.0,0.0,0.0,125.957602664,125.957460363,125.953354034,125.926624899,125.830812773,125.579586941,125.035972363,124.004162545,122.226500503,119.389787339,115.146541571
66,63,29,72,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.704239126,128.704093722,128.69989785,128.672585859,128.574684449,128.317980378,127.762511719,126.708202215,124.891776404,121.993205761
66,63,29,72,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7725422524,64.7724690752,64.7703574329,64.7566122206,64.7073417132,64.578151133,64.2986023207,63.7680035825,62.853857177
66,63,29,72,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.7293046117,87.729205499,87.7263454459,87.7077286389,87.6409956189,87.4660171578,87.0873903191,86.3687361377
