census region,year,value
66,2000,89948000000.0
66,2001,79989930000.0
66,2002,75162570000.0
66,2003,81486840000.0
66,2004,80547400000.0
66,2005,80464950000.0
66,2006,77761050000.0
66,2007,78572680000.0
66,2008,81125280000.0
66,2009,68588740000.0
66,2010,71238430000.0
66,2011,69881940000.0
66,2012,73678760000.0
66,2013,74829450000.0
66,2014,76946380000.0
66,2015,80887540000.0
66,2016,82908320000.0
67,2000,78423300000.0
67,2001,71312970000.0
67,2002,63872680000.0
67,2003,65560000000.0
67,2004,74273350000.0
67,2005,77476430000.0
67,2006,75125190000.0
67,2007,82496560000.0
67,2008,78436870000.0
67,2009,64670240000.0
67,2010,66363510000.0
67,2011,64643050000.0
67,2012,67829010000.0
67,2013,68637190000.0
67,2014,70380140000.0
67,2015,73865710000.0
67,2016,75624220000.0
68,2000,1.4840681e+11
68,2001,1.3184441e+11
68,2002,1.197588e+11
68,2003,1.24977e+11
68,2004,1.3914453e+11
68,2005,1.3904637e+11
68,2006,1.4298222e+11
68,2007,1.472344e+11
68,2008,1.3382852e+11
68,2009,1.1078228e+11
68,2010,1.1507848e+11
68,2011,1.1328641e+11
68,2012,1.198445e+11
68,2013,1.220402e+11
68,2014,1.257468e+11
68,2015,1.3244334e+11
68,2016,1.359284e+11
69,2000,2.4049582e+11
69,2001,1.9393517e+11
69,2002,1.7108814e+11
69,2003,1.7236925e+11
69,2004,1.7717449e+11
69,2005,1.6764269e+11
69,2006,1.7855529e+11
69,2007,1.8075467e+11
69,2008,1.7472862e+11
69,2009,1.4949931e+11
69,2010,1.5893609e+11
69,2011,1.589672e+11
69,2012,1.7014812e+11
69,2013,1.7475343e+11
69,2014,1.8124589e+11
69,2015,1.9185135e+11
69,2016,1.9758501e+11
