census region,air conditioning type,technology,housing types,vintage,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
66,63,42,28,2000,76.6373590366,76.6373590366,76.6373590366,76.6373590366,76.6373590366,76.6373590366,76.6373590366,76.6373590366,76.6373590366,76.6373590366,76.6373590366,76.6373590366,76.6373590366,76.6373590366,0.0,0.0,0.0
66,63,42,28,2001,0.0,2.3636485332,2.3636485332,2.3636485332,2.3636485332,2.3636485332,2.3636485332,2.3636485332,2.3636485332,2.3636485332,2.3636485332,2.3636485332,2.3636485332,2.3636485332,2.3636485332,0.0,0.0
66,63,42,28,2002,0.0,0.0,51.1366526927,51.1366526927,51.1366526927,51.1366526927,51.1366526927,51.1366526927,51.1366526927,51.1366526927,51.1366526927,51.1366526927,51.1366526927,51.1366526927,51.1366526927,51.1366526927,0.0
66,63,42,28,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2005,0.0,0.0,0.0,0.0,0.0,1309104.62259,1309104.62259,1309104.62259,1309104.62259,1309104.62259,1309104.62259,1309104.62259,1309104.62259,1309104.62259,1309104.62259,1309104.62259,1309104.62259
66,63,42,28,2006,0.0,0.0,0.0,0.0,0.0,0.0,40375.3894955,40375.3894955,40375.3894955,40375.3894955,40375.3894955,40375.3894955,40375.3894955,40375.3894955,40375.3894955,40375.3894955,40375.3894955
66,63,42,28,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16467.8513634,16467.8513634,16467.8513634,16467.8513634,16467.8513634,16467.8513634,16467.8513634,16467.8513634,16467.8513634,16467.8513634
66,63,42,28,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206168.15018,1206168.15018,1206168.15018,1206168.15018,1206168.15018,1206168.15018,1206168.15018
66,63,42,28,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37200.6240147,37200.6240147,37200.6240147,37200.6240147,37200.6240147,37200.6240147
66,63,42,28,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15173.3574989,15173.3574989,15173.3574989,15173.3574989,15173.3574989
66,63,42,28,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049611.49128,1049611.49128
66,63,42,28,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32372.1053674
66,63,42,29,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2003,0.0,0.0,0.0,2696.58210361,2696.58210361,2696.58210361,2696.58210361,2696.58210361,2696.58210361,2696.58210361,2696.58210361,2696.58210361,2696.58210361,2696.58210361,2696.58210361,2696.58210361,2696.58210361
66,63,42,29,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2005,0.0,0.0,0.0,0.0,0.0,269065.810724,269065.810724,269065.810724,269065.810724,269065.810724,269065.810724,269065.810724,269065.810724,269065.810724,269065.810724,269065.810724,269065.810724
