census region,housing types,year,value
66,28,2009,0.0
66,28,2010,0.000488367639433
66,28,2011,0.00144680285925
66,28,2012,0.0028713708049
66,28,2013,0.00475745067643
66,28,2014,0.00663479311457
66,28,2015,0.00851786560296
66,28,2016,0.0103936790314
66,29,2009,0.0
66,29,2010,0.000488367639433
66,29,2011,0.00144680285925
66,29,2012,0.0028713708049
66,29,2013,0.00475745067643
66,29,2014,0.00663479311457
66,29,2015,0.00851786560296
66,29,2016,0.0103936790314
66,30,2009,0.0
66,30,2010,0.000488367639433
66,30,2011,0.00144680285925
66,30,2012,0.0028713708049
66,30,2013,0.00475745067643
66,30,2014,0.00663479311457
66,30,2015,0.00851786560296
66,30,2016,0.0103936790314
67,28,2009,0.0
67,28,2010,0.000486631172022
67,28,2011,0.0014452021875
67,28,2012,0.00287491331223
67,28,2013,0.00477319422516
67,28,2014,0.0066639689571
67,28,2015,0.00855804564543
67,28,2016,0.0104419069247
67,29,2009,0.0
67,29,2010,0.000486631172022
67,29,2011,0.0014452021875
67,29,2012,0.00287491331223
67,29,2013,0.00477319422516
67,29,2014,0.0066639689571
67,29,2015,0.00855804564543
67,29,2016,0.0104419069247
67,30,2009,0.0
67,30,2010,0.000486631172022
67,30,2011,0.0014452021875
67,30,2012,0.00287491331223
67,30,2013,0.00477319422516
67,30,2014,0.0066639689571
67,30,2015,0.00855804564543
67,30,2016,0.0104419069247
68,28,2009,0.0
68,28,2010,0.000537724107584
68,28,2011,0.00158630425553
68,28,2012,0.00313559605398
68,28,2013,0.00517659585776
68,28,2014,0.00718536230344
68,28,2015,0.00916903767026
68,28,2016,0.0111125649962
68,29,2009,0.0
68,29,2010,0.000537724107584
68,29,2011,0.00158630425553
68,29,2012,0.00313559605398
68,29,2013,0.00517659585776
68,29,2014,0.00718536230344
68,29,2015,0.00916903767026
68,29,2016,0.0111125649962
68,30,2009,0.0
68,30,2010,0.000537724107584
68,30,2011,0.00158630425553
68,30,2012,0.00313559605398
68,30,2013,0.00517659585776
68,30,2014,0.00718536230344
68,30,2015,0.00916903767026
68,30,2016,0.0111125649962
69,28,2009,0.0
69,28,2010,0.00054322920472
69,28,2011,0.00160383715997
69,28,2012,0.00316968236376
69,28,2013,0.00522684632237
69,28,2014,0.00724196988375
69,28,2015,0.00922139580439
69,28,2016,0.0111556881325
69,29,2009,0.0
69,29,2010,0.00054322920472
69,29,2011,0.00160383715997
69,29,2012,0.00316968236376
69,29,2013,0.00522684632237
69,29,2014,0.00724196988375
69,29,2015,0.00922139580439
69,29,2016,0.0111556881325
69,30,2009,0.0
69,30,2010,0.00054322920472
69,30,2011,0.00160383715997
69,30,2012,0.00316968236376
69,30,2013,0.00522684632237
69,30,2014,0.00724196988375
69,30,2015,0.00922139580439
69,30,2016,0.0111556881325
