census region,year,value
66,2000,20036353180.6
66,2001,20134148879.1
66,2002,20224254079.5
66,2003,20302661372.5
66,2004,20350541526.2
66,2005,20383040683.8
66,2006,20425314192.2
66,2007,20487922973.0
66,2008,20554155197.4
66,2009,20635153327.2
66,2010,20703972660.5
66,2011,20750540620.6
66,2012,20787625000.0
66,2013,20817287284.5
66,2014,20843661629.5
66,2015,20881264176.3
66,2016,20918329916.5
67,2000,27964260094.0
67,2001,28101797290.7
67,2002,28219795174.0
67,2003,28338269309.2
67,2004,28443685485.3
67,2005,28541247835.8
67,2006,28655323136.0
67,2007,28772026480.3
67,2008,28870424436.3
67,2009,28973325136.9
67,2010,29062202386.1
67,2011,29127301680.6
67,2012,29187015000.0
67,2013,29243992036.2
67,2014,29300800219.5
67,2015,29373653759.6
67,2016,29445156476.4
68,2000,46539292658.6
68,2001,47146260115.6
68,2002,47757059058.9
68,2003,48369432143.1
68,2004,49027746134.1
68,2005,49727694071.8
68,2006,50434515603.9
68,2007,51173410831.7
68,2008,51825128203.3
68,2009,52427133192.9
68,2010,53003748814.8
68,2011,53539325986.1
68,2012,54074063000.0
68,2013,54621956322.7
68,2014,55191864535.3
68,2015,55809075448.0
68,2016,56437222253.9
69,2000,24457698963.7
69,2001,24841943765.7
69,2002,25193554509.3
69,2003,25527416568.4
69,2004,25852089128.7
69,2005,26187461632.3
69,2006,26538664978.7
69,2007,26887224086.3
69,2008,27234799291.0
69,2009,27570471577.5
69,2010,27897469376.9
69,2011,28208597899.9
69,2012,28521160000.0
69,2013,28837749952.3
69,2014,29158044913.7
69,2015,29491049901.2
69,2016,29822448359.8
