census region,air conditioning type,technology,housing types,vintage,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
66,63,42,28,2000,364.027455424,364.027455424,364.027455424,364.027455424,364.027455424,364.027455424,364.027455424,364.027455424,364.027455424,364.027455424,364.027455424,364.027455424,364.027455424,364.027455424,0.0,0.0,0.0
66,63,42,28,2001,0.0,11.2273305327,11.2273305327,11.2273305327,11.2273305327,11.2273305327,11.2273305327,11.2273305327,11.2273305327,11.2273305327,11.2273305327,11.2273305327,11.2273305327,11.2273305327,11.2273305327,0.0,0.0
66,63,42,28,2002,0.0,0.0,242.89910029,242.89910029,242.89910029,242.89910029,242.89910029,242.89910029,242.89910029,242.89910029,242.89910029,242.89910029,242.89910029,242.89910029,242.89910029,242.89910029,0.0
66,63,42,28,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2005,0.0,0.0,0.0,0.0,0.0,6218246.95729,6218246.95729,6218246.95729,6218246.95729,6218246.95729,6218246.95729,6218246.95729,6218246.95729,6218246.95729,6218246.95729,6218246.95729,6218246.95729
66,63,42,28,2006,0.0,0.0,0.0,0.0,0.0,0.0,191783.100104,191783.100104,191783.100104,191783.100104,191783.100104,191783.100104,191783.100104,191783.100104,191783.100104,191783.100104,191783.100104
66,63,42,28,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78222.2939763,78222.2939763,78222.2939763,78222.2939763,78222.2939763,78222.2939763,78222.2939763,78222.2939763,78222.2939763,78222.2939763
66,63,42,28,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5766991.46807,5766991.46807,5766991.46807,5766991.46807,5766991.46807,5766991.46807,5766991.46807
66,63,42,28,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179028.003071,179028.003071,179028.003071,179028.003071,179028.003071,179028.003071
66,63,42,28,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73495.9503852,73495.9503852,73495.9503852,73495.9503852,73495.9503852
66,63,42,28,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5116856.01998,5116856.01998
66,63,42,28,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157814.013666
66,63,42,29,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2003,0.0,0.0,0.0,12808.7649922,12808.7649922,12808.7649922,12808.7649922,12808.7649922,12808.7649922,12808.7649922,12808.7649922,12808.7649922,12808.7649922,12808.7649922,12808.7649922,12808.7649922,12808.7649922
66,63,42,29,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2005,0.0,0.0,0.0,0.0,0.0,1278062.60094,1278062.60094,1278062.60094,1278062.60094,1278062.60094,1278062.60094,1278062.60094,1278062.60094,1278062.60094,1278062.60094,1278062.60094,1278062.60094
66,63,42,29,2006,0.0,0.0,0.0,0.0,0.0,0.0,81630.0047995,81630.0047995,81630.0047995,81630.0047995,81630.0047995,81630.0047995,81630.0047995,81630.0047995,81630.0047995,81630.0047995,81630.0047995
66,63,42,29,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27004.8834753,27004.8834753,27004.8834753,27004.8834753,27004.8834753,27004.8834753,27004.8834753,27004.8834753,27004.8834753
66,63,42,29,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184358.21755,1184358.21755,1184358.21755,1184358.21755,1184358.21755,1184358.21755,1184358.21755
66,63,42,29,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76139.507479,76139.507479,76139.507479,76139.507479,76139.507479,76139.507479
66,63,42,29,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26569.4059019,26569.4059019,26569.4059019,26569.4059019
66,63,42,29,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049214.52608,1049214.52608
66,63,42,29,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67013.4520303
66,63,42,30,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2003,0.0,0.0,0.0,2120.8362946,2120.8362946,2120.8362946,2120.8362946,2120.8362946,2120.8362946,2120.8362946,2120.8362946,2120.8362946,2120.8362946,2120.8362946,2120.8362946,2120.8362946,2120.8362946
66,63,42,30,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2005,0.0,0.0,0.0,0.0,0.0,337964.217361,337964.217361,337964.217361,337964.217361,337964.217361,337964.217361,337964.217361,337964.217361,337964.217361,337964.217361,337964.217361,337964.217361
66,63,42,30,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4463.34745476,4463.34745476,4463.34745476,4463.34745476,4463.34745476,4463.34745476,4463.34745476,4463.34745476,4463.34745476
66,63,42,30,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313269.614432,313269.614432,313269.614432,313269.614432,313269.614432,313269.614432,313269.614432
66,63,42,30,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4391.68009924,4391.68009924,4391.68009924,4391.68009924
66,63,42,30,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277664.879472,277664.879472
66,63,42,30,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,28,2000,48620.4355229,48620.4355229,48620.4355229,48620.4355229,48620.4355229,48620.4355229,48620.4355229,48620.4355229,48620.4355229,48620.4355229,48620.4355229,48620.4355229,48620.4355229,48620.4355229,0.0,0.0,0.0
