census region,air conditioning type,technology,housing types,vintage,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
66,63,42,28,2000,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,0.0,0.0,0.0
66,63,42,28,2001,0.0,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,0.0,0.0
66,63,42,28,2002,0.0,0.0,1101577.43766,1101577.43766,1101577.43766,1101577.43766,1101577.43766,1101577.43766,1101577.43766,1101577.43766,1101577.43766,1101577.43766,1101577.43766,1101577.43766,1101577.43766,1101577.43766,0.0
66,63,42,28,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2005,0.0,0.0,0.0,0.0,0.0,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617,87856048.2617
66,63,42,28,2006,0.0,0.0,0.0,0.0,0.0,0.0,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541,2709655.21541
66,63,42,28,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101577.43764,1101577.43764,1101577.43764,1101577.43764,1101577.43764,1101577.43764,1101577.43764,1101577.43764,1101577.43764,1101577.43764
66,63,42,28,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88434074.5029,88434074.5029,88434074.5029,88434074.5029,88434074.5029,88434074.5029,88434074.5029
66,63,42,28,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2745309.37826,2745309.37826,2745309.37826,2745309.37826,2745309.37826,2745309.37826
66,63,42,28,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123336.63316,1123336.63316,1123336.63316,1123336.63316,1123336.63316
66,63,42,28,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,28,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90168662.325,90168662.325
66,63,42,28,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2780980.83136
66,63,42,29,2000,18215566.0593,18215566.0593,18215566.0593,18215566.0593,18215566.0593,18215566.0593,18215566.0593,18215566.0593,18215566.0593,18215566.0593,18215566.0593,18215566.0593,18215566.0593,18215566.0593,0.0,0.0,0.0
66,63,42,29,2001,0.0,1163430.29188,1163430.29188,1163430.29188,1163430.29188,1163430.29188,1163430.29188,1163430.29188,1163430.29188,1163430.29188,1163430.29188,1163430.29188,1163430.29188,1163430.29188,1163430.29188,0.0,0.0
66,63,42,29,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2003,0.0,0.0,0.0,187644.917932,187644.917932,187644.917932,187644.917932,187644.917932,187644.917932,187644.917932,187644.917932,187644.917932,187644.917932,187644.917932,187644.917932,187644.917932,187644.917932
66,63,42,29,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2005,0.0,0.0,0.0,0.0,0.0,18227530.131,18227530.131,18227530.131,18227530.131,18227530.131,18227530.131,18227530.131,18227530.131,18227530.131,18227530.131,18227530.131,18227530.131
66,63,42,29,2006,0.0,0.0,0.0,0.0,0.0,0.0,1164194.43851,1164194.43851,1164194.43851,1164194.43851,1164194.43851,1164194.43851,1164194.43851,1164194.43851,1164194.43851,1164194.43851,1164194.43851
66,63,42,29,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187644.932402,187644.932402,187644.932402,187644.932402,187644.932402,187644.932402,187644.932402,187644.932402,187644.932402
66,63,42,29,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18347452.3533,18347452.3533,18347452.3533,18347452.3533,18347452.3533,18347452.3533,18347452.3533
66,63,42,29,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179513.06031,1179513.06031,1179513.06031,1179513.06031,1179513.06031,1179513.06031
66,63,42,29,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192583.401958,192583.401958,192583.401958,192583.401958
66,63,42,29,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,29,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18707321.6635,18707321.6635
66,63,42,29,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1194838.77868
66,63,42,30,2000,4802874.99628,4802874.99628,4802874.99628,4802874.99628,4802874.99628,4802874.99628,4802874.99628,4802874.99628,4802874.99628,4802874.99628,4802874.99628,4802874.99628,4802874.99628,4802874.99628,0.0,0.0,0.0
66,63,42,30,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2003,0.0,0.0,0.0,30963.4152767,30963.4152767,30963.4152767,30963.4152767,30963.4152767,30963.4152767,30963.4152767,30963.4152767,30963.4152767,30963.4152767,30963.4152767,30963.4152767,30963.4152767,30963.4152767
66,63,42,30,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2005,0.0,0.0,0.0,0.0,0.0,4804975.89307,4804975.89307,4804975.89307,4804975.89307,4804975.89307,4804975.89307,4804975.89307,4804975.89307,4804975.89307,4804975.89307,4804975.89307,4804975.89307
66,63,42,30,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30963.4176727,30963.4176727,30963.4176727,30963.4176727,30963.4176727,30963.4176727,30963.4176727,30963.4176727,30963.4176727
