census region,year,value
66,2000,12720540000.0
66,2001,12145350000.0
66,2002,11258690000.0
66,2003,11298090000.0
66,2004,11048390000.0
66,2005,12865930000.0
66,2006,12189960000.0
66,2007,12789540000.0
66,2008,11552860000.0
66,2009,12394910000.0
66,2010,12605300000.0
66,2011,10866660000.0
66,2012,11066340000.0
66,2013,10999010000.0
66,2014,10300720000.0
66,2015,11291190000.0
66,2016,11494580000.0
67,2000,29558350000.0
67,2001,29657030000.0
67,2002,32608220000.0
67,2003,38342880000.0
67,2004,40404860000.0
67,2005,37518130000.0
67,2006,38523900000.0
67,2007,44448050000.0
67,2008,52156890000.0
67,2009,52225290000.0
67,2010,52270640000.0
67,2011,42341750000.0
67,2012,41740020000.0
67,2013,40434570000.0
67,2014,37322860000.0
67,2015,40553760000.0
67,2016,40684940000.0
68,2000,44422790000.0
68,2001,44057670000.0
68,2002,39028350000.0
68,2003,41552930000.0
68,2004,41482090000.0
68,2005,45940480000.0
68,2006,40139300000.0
68,2007,36445310000.0
68,2008,35319570000.0
68,2009,41033060000.0
68,2010,45322470000.0
68,2011,39423340000.0
68,2012,40616900000.0
68,2013,40524260000.0
68,2014,38109100000.0
68,2015,41896680000.0
68,2016,42404480000.0
69,2000,58802160000.0
69,2001,56518530000.0
69,2002,61825730000.0
69,2003,60228750000.0
69,2004,57291210000.0
69,2005,62908060000.0
69,2006,62721480000.0
69,2007,65984910000.0
69,2008,57192260000.0
69,2009,63255440000.0
69,2010,67980220000.0
69,2011,57638940000.0
69,2012,58589340000.0
69,2013,57871530000.0
69,2014,54094500000.0
69,2015,59251460000.0
69,2016,59789200000.0
