census region,year,value
66,2000,69.88255142
66,2001,68.82192061
66,2002,69.02739519
66,2003,68.94549277
66,2004,71.41968885
66,2005,70.58361021
66,2006,71.15672701
66,2007,68.64053123
66,2008,69.05026827
66,2009,59.67046477
66,2010,65.82164648
66,2011,67.33817174
66,2012,66.71028427
66,2013,67.81646398
66,2014,67.81646398
66,2015,67.81646398
66,2016,67.81646398
67,2000,299.346458
67,2001,298.2561478
67,2002,302.749668
67,2003,303.9500484
67,2004,316.5792413
67,2005,314.690009
67,2006,319.2053694
67,2007,309.9463054
67,2008,311.7964729
67,2009,269.4419721
67,2010,297.2176318
67,2011,304.0655014
67,2012,301.2302757
67,2013,306.2252299
67,2014,306.2252299
67,2015,306.2252299
67,2016,306.2252299
68,2000,297.80873121
68,2001,295.35461389
68,2002,298.39203627
68,2003,301.92214244
68,2004,317.04451945
68,2005,317.85777998
68,2006,325.32047064
68,2007,318.86855218
68,2008,320.7719794
68,2009,277.19824383
68,2010,305.77346557
68,2011,312.81846085
68,2012,309.90161904
68,2013,315.04036017
68,2014,315.04036017
68,2015,315.04036017
68,2016,315.04036017
69,2000,206.84461834
69,2001,204.58980849
69,2002,206.1236161
69,2003,208.1909972
69,2004,218.21423874
69,2005,218.35295786
69,2006,223.03168256
69,2007,218.15197781
69,2008,219.45419588
69,2009,189.64349007
69,2010,209.19305401
69,2011,214.0128446
69,2012,212.01730513
69,2013,215.53294357
69,2014,215.53294357
69,2015,215.53294357
69,2016,215.53294357
