census region,year,value
66,2000,8915780000.0
66,2001,8233030000.0
66,2002,8893870000.0
66,2003,9361070000.0
66,2004,9611510000.0
66,2005,10620460000.0
66,2006,10694760000.0
66,2007,10238130000.0
66,2008,9078190000.0
66,2009,6733510000.0
66,2010,7053700000.0
66,2011,6826990000.0
66,2012,7019970000.0
66,2013,7589530000.0
66,2014,7927190000.0
66,2015,8862050000.0
66,2016,9061040000.0
67,2000,22512760000.0
67,2001,21553260000.0
67,2002,21901730000.0
67,2003,21799790000.0
67,2004,21693060000.0
67,2005,22295780000.0
67,2006,22530910000.0
67,2007,22096670000.0
67,2008,19705870000.0
67,2009,15268530000.0
67,2010,15840810000.0
67,2011,15488630000.0
67,2012,16075730000.0
67,2013,17457100000.0
67,2014,18324810000.0
67,2015,20488010000.0
67,2016,20928140000.0
68,2000,43736740000.0
68,2001,41140510000.0
68,2002,41853990000.0
68,2003,41703780000.0
68,2004,41664920000.0
68,2005,45395450000.0
68,2006,46438640000.0
68,2007,42131680000.0
68,2008,37192680000.0
68,2009,29211570000.0
68,2010,30420720000.0
68,2011,29942200000.0
68,2012,31227580000.0
68,2013,34018030000.0
68,2014,35813880000.0
68,2015,40140380000.0
68,2016,41088730000.0
69,2000,24418370000.0
69,2001,22762230000.0
69,2002,23101110000.0
69,2003,22963590000.0
69,2004,24960980000.0
69,2005,26309430000.0
69,2006,26510830000.0
69,2007,24428880000.0
69,2008,19316860000.0
69,2009,15442050000.0
69,2010,16381360000.0
69,2011,16344770000.0
69,2012,17191660000.0
69,2013,18888450000.0
69,2014,20007030000.0
69,2015,22562390000.0
69,2016,23205460000.0
