census region,air conditioning type,technology,housing types,vintage,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
66,63,42,28,1999,391123664.205,362151660.961,333182329.25,304227792.784,275320540.952,246526726.032,217960981.145,189801260.71,162301252.237,135796659.04,110700454.889,87481747.5688,66624177.2624,48563876.5107,33614290.23,21894172.4131,13281876.8196
66,63,42,28,2000,28972123.2882,28972003.2867,28969331.7542,28954536.5087,28907251.8744,28793814.9623,28565744.9285,28159720.4767,27500008.5133,26504593.236,25096204.1884,23218707.3542,20857570.3371,18060300.7783,14949586.3026,11720117.8342,8612295.6062
66,63,42,28,2001,0.0,28972123.2882,28972003.2867,28969331.7542,28954536.5087,28907251.8744,28793814.9623,28565744.9285,28159720.4767,27500008.5133,26504593.236,25096204.1884,23218707.3542,20857570.3371,18060300.7783,14949586.3026,11720117.8342
66,63,42,28,2002,0.0,0.0,28972131.7811,28972011.7796,28969340.2463,28954544.9964,28907260.3483,28793823.4029,28565753.3023,28159728.7314,27500016.5747,26504601.0056,25096211.5451,23218714.1605,20857576.4513,18060306.0725,14949590.685
66,63,42,28,2003,0.0,0.0,0.0,28972320.1863,28972200.184,28969528.6333,28954733.2873,28907448.3316,28794010.6486,28565939.0648,28159911.8536,27500195.4067,26504773.3645,25096374.7453,23218865.1514,20857712.0877,18060423.5184
66,63,42,28,2004,0.0,0.0,0.0,0.0,28973351.4118,28973231.4052,28970559.7594,28955763.8867,28908477.2481,28795035.5274,28566955.8258,28160914.1626,27501174.2342,26505716.7614,25097268.0124,23219691.5914,20858454.4861
66,63,42,28,2005,0.0,0.0,0.0,0.0,0.0,28976590.3212,28976470.3012,28973798.3568,28959000.83,28911708.9052,28798254.503,28570149.3045,28164062.2503,27504248.57,26508679.8158,25100073.6174,23222287.3035
66,63,42,28,2006,0.0,0.0,0.0,0.0,0.0,0.0,28984170.1068,28984050.0553,28981377.412,28966576.0145,28919271.7189,28805787.639,28577622.772,28171429.4922,27511443.2159,26515614.0377,25106639.3718
66,63,42,28,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28998925.3361,28998805.2236,28996131.2196,28981322.287,28933993.9098,28820452.0575,28592171.0367,28185770.9725,27525448.711,26529112.5772
66,63,42,28,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29024248.0838,29024127.8664,29021451.5274,29006629.6632,28959259.9574,28845618.9569,28617138.5941,28210383.6489,27549484.7739
66,63,42,28,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29063876.883,29063756.5014,29061076.5083,29046234.4068,28998800.0239,28885003.8615,28656211.5387,28248901.2231
66,63,42,28,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29121524.6863,29121404.0659,29118718.7571,29103847.2164,29056318.7481,28942296.8726,28713050.7434
66,63,42,28,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200252.3569,29200131.4105,29197438.8421,29182527.0975,29134870.1398,29020540.0154
66,63,42,28,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29301578.9513,29301457.5852,29298755.6734,29283792.1842,29235969.854
66,63,42,28,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29424393.236,29424271.3612,29421558.1246,29406531.9176
66,63,42,28,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29563991.3902,29563868.9371,29561142.8282
66,63,42,28,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29711768.7686,29711645.7035
66,63,42,28,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29856085.1395
66,63,42,29,1999,81146922.4305,75136064.1904,69125760.2165,63118525.8309,57121101.6484,51147212.3657,45220641.062,39378308.1659,33672846.547,28173904.9972,22967163.708,18149949.0666,13822602.5145,10075609.0229,6973999.40603,4542411.70525,2755607.82086
66,63,42,29,2000,6006912.85434,6006887.97392,6006334.07378,6003266.51295,5993462.78974,5969943.435,5922656.71031,5838473.94349,5701693.07198,5495309.41259,5203302.1548,4814032.79558,4324488.27176,3744518.54354,3099560.95503,2429981.59894,1785623.67237
66,63,42,29,2001,0.0,6010858.2237,6010833.32693,6010279.06299,6007209.48738,5997399.32503,5973864.52267,5926546.73983,5842308.68136,5705437.97151,5498918.75834,5206719.70877,4817194.67556,4327328.61653,3746977.9614,3101596.76162,2431577.62258
66,63,42,29,2002,0.0,0.0,6010859.61962,6010834.72285,6010280.45879,6007210.88245,5997400.71783,5973865.91,5926548.11617,5842310.03814,5705439.29651,5498920.03537,5206720.91795,4817195.79427,4327329.62149,3746978.83157,3101597.48192
