census region,year,value
66,2000,1962000000.0
66,2001,2039180000.0
66,2002,1961030000.0
66,2003,1954520000.0
66,2004,1900970000.0
66,2005,1833300000.0
66,2006,1771710000.0
66,2007,1774870000.0
66,2008,1591070000.0
66,2009,1190970000.0
66,2010,1358090000.0
66,2011,1470840000.0
66,2012,1503390000.0
66,2013,1532620000.0
66,2014,1602750000.0
66,2015,1630700000.0
66,2016,1699260000.0
67,2000,9217830000.0
67,2001,8882510000.0
67,2002,8508310000.0
67,2003,8007410000.0
67,2004,7462560000.0
67,2005,7130880000.0
67,2006,6650470000.0
67,2007,5945030000.0
67,2008,5475890000.0
67,2009,4748560000.0
67,2010,5382580000.0
67,2011,5793200000.0
67,2012,6038300000.0
67,2013,6237780000.0
67,2014,6530610000.0
67,2015,6732260000.0
67,2016,6971730000.0
68,2000,24973600000.0
68,2001,24844230000.0
68,2002,24005700000.0
68,2003,23573800000.0
68,2004,24394060000.0
68,2005,24228550000.0
68,2006,23532310000.0
68,2007,22503340000.0
68,2008,22615240000.0
68,2009,19070570000.0
68,2010,19982130000.0
68,2011,20250240000.0
68,2012,20364980000.0
68,2013,20560710000.0
68,2014,21197940000.0
68,2015,21701020000.0
68,2016,22324980000.0
69,2000,26306530000.0
69,2001,23353660000.0
69,2002,22916550000.0
69,2003,23048910000.0
69,2004,24765120000.0
69,2005,28471800000.0
69,2006,31452850000.0
69,2007,30403310000.0
69,2008,26718490000.0
69,2009,21529920000.0
69,2010,22050620000.0
69,2011,22100830000.0
69,2012,22112220000.0
69,2013,22272380000.0
69,2014,22923660000.0
69,2015,23466740000.0
69,2016,24119180000.0
