census region,year,value
66,2000,5274880000.0
66,2001,4543770000.0
66,2002,4842680000.0
66,2003,4681740000.0
66,2004,4774340000.0
66,2005,5322970000.0
66,2006,5328330000.0
66,2007,5373840000.0
66,2008,5023280000.0
66,2009,3926390000.0
66,2010,4690510000.0
66,2011,4966030000.0
66,2012,5167980000.0
66,2013,5129340000.0
66,2014,5093940000.0
66,2015,5605330000.0
66,2016,5878140000.0
67,2000,9184230000.0
67,2001,8197900000.0
67,2002,9212160000.0
67,2003,9548980000.0
67,2004,10232920000.0
67,2005,10048860000.0
67,2006,9581610000.0
67,2007,9660200000.0
67,2008,8780460000.0
67,2009,7227410000.0
67,2010,8736330000.0
67,2011,9343470000.0
67,2012,9755750000.0
67,2013,9730050000.0
67,2014,9690760000.0
67,2015,10615250000.0
67,2016,11131860000.0
68,2000,18178100000.0
68,2001,16729140000.0
68,2002,17692530000.0
68,2003,16535340000.0
68,2004,17549630000.0
68,2005,18937850000.0
68,2006,18944630000.0
68,2007,16966450000.0
68,2008,15860930000.0
68,2009,13224800000.0
68,2010,16048520000.0
68,2011,17204960000.0
68,2012,17999100000.0
68,2013,17978990000.0
68,2014,17917540000.0
68,2015,19631980000.0
68,2016,20616050000.0
69,2000,2149350000.0
69,2001,1612210000.0
69,2002,1623320000.0
69,2003,1353490000.0
69,2004,1430670000.0
69,2005,1601670000.0
69,2006,1663600000.0
69,2007,1589600000.0
69,2008,1451000000.0
69,2009,1100590000.0
69,2010,1390240000.0
69,2011,1525570000.0
69,2012,1645670000.0
69,2013,1649570000.0
69,2014,1651160000.0
69,2015,1869140000.0
69,2016,1972150000.0
