census region,year,value
66,2000,5454800000.0
66,2001,4976200000.0
66,2002,4829010000.0
66,2003,4740740000.0
66,2004,4496470000.0
66,2005,4433690000.0
66,2006,4407500000.0
66,2007,4193480000.0
66,2008,4228610000.0
66,2009,3644020000.0
66,2010,3747980000.0
66,2011,3987290000.0
66,2012,3905960000.0
66,2013,3897810000.0
66,2014,4135130000.0
66,2015,4304210000.0
66,2016,4446190000.0
67,2000,8463600000.0
67,2001,7912230000.0
67,2002,8077490000.0
67,2003,8336150000.0
67,2004,8340180000.0
67,2005,8361970000.0
67,2006,8407640000.0
67,2007,7518540000.0
67,2008,7156160000.0
67,2009,6157430000.0
67,2010,6340220000.0
67,2011,6725520000.0
67,2012,6575200000.0
67,2013,6547900000.0
67,2014,6935370000.0
67,2015,7209040000.0
67,2016,7431510000.0
68,2000,10454620000.0
68,2001,9730110000.0
68,2002,9045970000.0
68,2003,8476260000.0
68,2004,8987990000.0
68,2005,9150890000.0
68,2006,9140720000.0
68,2007,9006970000.0
68,2008,8639990000.0
68,2009,7379390000.0
68,2010,7556140000.0
68,2011,7980670000.0
68,2012,7771740000.0
68,2013,7714640000.0
68,2014,8148050000.0
68,2015,8448430000.0
68,2016,8692460000.0
69,2000,3018140000.0
69,2001,2959940000.0
69,2002,2964680000.0
69,2003,3004130000.0
69,2004,3334660000.0
69,2005,3413850000.0
69,2006,3498220000.0
69,2007,3816060000.0
69,2008,3792330000.0
69,2009,3193500000.0
69,2010,3222840000.0
69,2011,3372530000.0
69,2012,3256680000.0
69,2013,3209780000.0
69,2014,3368850000.0
69,2015,3473650000.0
69,2016,3560750000.0
