census region,year,value
66,2000,27770010000.0
66,2001,26551020000.0
66,2002,28509350000.0
66,2003,28619800000.0
66,2004,27619190000.0
66,2005,25114460000.0
66,2006,24552050000.0
66,2007,25597670000.0
66,2008,21629550000.0
66,2009,18956960000.0
66,2010,21852450000.0
66,2011,21793180000.0
66,2012,22390380000.0
66,2013,22446690000.0
66,2014,22911350000.0
66,2015,23851350000.0
66,2016,24365860000.0
67,2000,62359720000.0
67,2001,59391790000.0
67,2002,59134750000.0
67,2003,54685020000.0
67,2004,58325760000.0
67,2005,63510690000.0
67,2006,66000490000.0
67,2007,75390320000.0
67,2008,68745970000.0
67,2009,60636220000.0
67,2010,68380860000.0
67,2011,66358820000.0
67,2012,66302640000.0
67,2013,66856580000.0
67,2014,67971260000.0
67,2015,70299500000.0
67,2016,71693050000.0
68,2000,1.7850306e+11
68,2001,1.593869e+11
68,2002,1.7747192e+11
68,2003,1.8295083e+11
68,2004,2.0533945e+11
68,2005,2.0603475e+11
68,2006,2.0827406e+11
68,2007,2.2250282e+11
68,2008,1.9174595e+11
68,2009,1.6811361e+11
68,2010,1.9328424e+11
68,2011,1.8545955e+11
68,2012,1.8447013e+11
68,2013,1.8736851e+11
68,2014,1.9179725e+11
68,2015,1.9893237e+11
68,2016,2.0278133e+11
69,2000,13659960000.0
69,2001,12036020000.0
69,2002,13264780000.0
69,2003,13671410000.0
69,2004,11620500000.0
69,2005,11773010000.0
69,2006,11007770000.0
69,2007,13541460000.0
69,2008,11639970000.0
69,2009,10281370000.0
69,2010,11136490000.0
69,2011,11143110000.0
69,2012,11630230000.0
69,2013,11750960000.0
69,2014,12021090000.0
69,2015,12573150000.0
69,2016,12913990000.0
