subsector_id,gau,final_energy,demand_technology,oth_1,oth_2,year,value,id,sensitivity
37,us,,,single-family,general service lamps,2012,28664.8,30,
37,us,,,multi-family,general service lamps,2012,8895.98,31,
37,us,,,mobile home,general service lamps,2012,12602.6,32,
38,new england,,,single-family,,2009,4383640000.0,62,
38,middle atlantic,,,single-family,,2009,11761900000.0,63,
38,east north central,,,single-family,,2009,17391700000.0,64,
38,west north central,,,single-family,,2009,8275760000.0,65,
38,south atlantic,,,single-family,,2009,20037600000.0,66,
38,east south central,,,single-family,,2009,7262780000.0,67,
38,west south central,,,single-family,,2009,11916300000.0,68,
38,mountain,,,single-family,,2009,8006120000.0,69,
38,pacific,,,single-family,,2009,14494100000.0,70,
38,new england,,,multi-family,,2009,1014550000.0,71,
38,middle atlantic,,,multi-family,,2009,2419990000.0,72,
38,east north central,,,multi-family,,2009,2105950000.0,73,
38,west north central,,,multi-family,,2009,700258000.0,74,
38,south atlantic,,,multi-family,,2009,3710150000.0,75,
38,east south central,,,multi-family,,2009,678480000.0,76,
38,west south central,,,multi-family,,2009,1669000000.0,77,
38,mountain,,,multi-family,,2009,1072310000.0,78,
38,pacific,,,multi-family,,2009,2484150000.0,79,
38,new england,,,mobile home,,2009,92622900.0,80,
38,middle atlantic,,,mobile home,,2009,561420000.0,81,
38,east north central,,,mobile home,,2009,773435000.0,82,
38,west north central,,,mobile home,,2009,631591000.0,83,
38,south atlantic,,,mobile home,,2009,3004560000.0,84,
38,east south central,,,mobile home,,2009,776676000.0,85,
38,west south central,,,mobile home,,2009,1032010000.0,86,
38,mountain,,,mobile home,,2009,745584000.0,87,
38,pacific,,,mobile home,,2009,929942000.0,88,
39,new england,pipeline gas,,single-family,,2009,684106000.0,89,
39,middle atlantic,pipeline gas,,single-family,,2009,6682280000.0,90,
39,east north central,pipeline gas,,single-family,,2009,10033200000.0,91,
39,west north central,pipeline gas,,single-family,,2009,2306210000.0,92,
39,south atlantic,pipeline gas,,single-family,,2009,2337690000.0,93,
39,east south central,pipeline gas,,single-family,,2009,640208000.0,94,
39,west south central,pipeline gas,,single-family,,2009,4597350000.0,95,
39,mountain,pipeline gas,,single-family,,2009,2516610000.0,96,
39,pacific,pipeline gas,,single-family,,2009,11213500000.0,97,
39,new england,pipeline gas,,multi-family,,2009,150154000.0,98,
39,middle atlantic,pipeline gas,,multi-family,,2009,571231000.0,99,
39,east north central,pipeline gas,,multi-family,,2009,912458000.0,100,
39,west north central,pipeline gas,,multi-family,,2009,64274800.0,101,
39,south atlantic,pipeline gas,,multi-family,,2009,122632000.0,102,
39,east south central,pipeline gas,,multi-family,,2009,30803300.0,103,
39,west south central,pipeline gas,,multi-family,,2009,22526800.0,104,
39,mountain,pipeline gas,,multi-family,,2009,265862000.0,105,
39,pacific,pipeline gas,,multi-family,,2009,668144000.0,106,
39,new england,pipeline gas,,mobile home,,2009,0.0,107,
39,middle atlantic,pipeline gas,,mobile home,,2009,12580900.0,108,
39,east north central,pipeline gas,,mobile home,,2009,251985000.0,109,
39,west north central,pipeline gas,,mobile home,,2009,0.0,110,
39,south atlantic,pipeline gas,,mobile home,,2009,34071400.0,111,
39,east south central,pipeline gas,,mobile home,,2009,61596600.0,112,
39,west south central,pipeline gas,,mobile home,,2009,0.0,113,
39,mountain,pipeline gas,,mobile home,,2009,160032000.0,114,
39,pacific,pipeline gas,,mobile home,,2009,239901000.0,115,
39,new england,electricity,,single-family,,2009,7570910000.0,116,
39,middle atlantic,electricity,,single-family,,2009,14801200000.0,117,
39,east north central,electricity,,single-family,,2009,23000000000.0,118,
39,west north central,electricity,,single-family,,2009,14657700000.0,119,
39,south atlantic,electricity,,single-family,,2009,39579800000.0,120,
39,east south central,electricity,,single-family,,2009,15252300000.0,121,
39,west south central,electricity,,single-family,,2009,22670100000.0,122,
39,mountain,electricity,,single-family,,2009,12245900000.0,123,
39,pacific,electricity,,single-family,,2009,15925800000.0,124,
39,new england,electricity,,multi-family,,2009,1364890000.0,125,
39,middle atlantic,electricity,,multi-family,,2009,2362250000.0,126,
39,east north central,electricity,,multi-family,,2009,2377190000.0,127,
39,west north central,electricity,,multi-family,,2009,864352000.0,128,
39,south atlantic,electricity,,multi-family,,2009,6552760000.0,129,
39,east south central,electricity,,multi-family,,2009,2303600000.0,130,
39,west south central,electricity,,multi-family,,2009,2597450000.0,131,
39,mountain,electricity,,multi-family,,2009,1912820000.0,132,
39,pacific,electricity,,multi-family,,2009,2927630000.0,133,
39,new england,electricity,,mobile home,,2009,126090000.0,134,
39,middle atlantic,electricity,,mobile home,,2009,772370000.0,135,
39,east north central,electricity,,mobile home,,2009,1000920000.0,136,
39,west north central,electricity,,mobile home,,2009,1572200000.0,137,
39,south atlantic,electricity,,mobile home,,2009,6379840000.0,138,
39,east south central,electricity,,mobile home,,2009,1492950000.0,139,
39,west south central,electricity,,mobile home,,2009,2385930000.0,140,
39,mountain,electricity,,mobile home,,2009,1027320000.0,141,
39,pacific,electricity,,mobile home,,2009,1723450000.0,142,
41,east south central,,Reference Side Mount Refrigerator,single-family,,2009,54301700.0,143,
41,south atlantic,,Reference Bottom Mount Refrigerator,mobile home,,2009,10079900.0,144,
41,west north central,,Reference Bottom Mount Refrigerator,mobile home,,2009,2155100.0,145,
41,pacific,,Reference Side Mount Refrigerator,multi-family,,2009,43161800.0,146,
41,east south central,,Reference Side Mount Refrigerator,mobile home,,2009,5452960.0,147,
41,west south central,,Reference Top Mount Refrigerator,mobile home,,2009,9260480.0,148,
41,middle atlantic,,Reference Bottom Mount Refrigerator,single-family,,2009,48253600.0,149,
41,middle atlantic,,Reference Side Mount Refrigerator,mobile home,,2009,3395680.0,150,
41,east north central,,Reference Top Mount Refrigerator,multi-family,,2009,43404300.0,151,
41,mountain,,Reference Bottom Mount Refrigerator,mobile home,,2009,2734400.0,152,
41,new england,,Reference Bottom Mount Refrigerator,single-family,,2009,16845500.0,153,
41,south atlantic,,Reference Side Mount Refrigerator,mobile home,,2009,20799900.0,154,
41,middle atlantic,,Reference Bottom Mount Refrigerator,mobile home,,2009,1645600.0,155,
41,west north central,,Reference Top Mount Refrigerator,mobile home,,2009,5632910.0,156,
41,east south central,,Reference Side Mount Refrigerator,multi-family,,2009,7594910.0,157,
41,new england,,Reference Top Mount Refrigerator,single-family,,2009,44030100.0,158,
41,new england,,Reference Side Mount Refrigerator,mobile home,,2009,699637.0,159,
41,pacific,,Reference Top Mount Refrigerator,mobile home,,2009,7915800.0,160,
41,west north central,,Reference Side Mount Refrigerator,mobile home,,2009,4447040.0,161,
41,pacific,,Reference Bottom Mount Refrigerator,mobile home,,2009,3028510.0,162,
41,middle atlantic,,Reference Top Mount Refrigerator,mobile home,,2009,4301200.0,163,
41,pacific,,Reference Top Mount Refrigerator,multi-family,,2009,54671700.0,164,
41,west south central,,Reference Bottom Mount Refrigerator,mobile home,,2009,3542980.0,165,
41,pacific,,Reference Side Mount Refrigerator,mobile home,,2009,6249310.0,166,
41,east south central,,Reference Top Mount Refrigerator,single-family,,2009,68782200.0,167,
41,pacific,,Reference Bottom Mount Refrigerator,multi-family,,2009,20916900.0,168,
41,west south central,,Reference Top Mount Refrigerator,multi-family,,2009,28764000.0,169,
41,east north central,,Reference Bottom Mount Refrigerator,multi-family,,2009,16606100.0,170,
41,east north central,,Reference Side Mount Refrigerator,single-family,,2009,141937000.0,171,
41,south atlantic,,Reference Top Mount Refrigerator,multi-family,,2009,46712100.0,172,
41,west north central,,Reference Bottom Mount Refrigerator,multi-family,,2009,5615720.0,173,
41,south atlantic,,Reference Top Mount Refrigerator,single-family,,2009,195299000.0,174,
41,east south central,,Reference Top Mount Refrigerator,multi-family,,2009,9620220.0,175,
41,mountain,,Reference Side Mount Refrigerator,multi-family,,2009,10036600.0,176,
41,east north central,,Reference Bottom Mount Refrigerator,single-family,,2009,68784900.0,177,
41,west south central,,Reference Top Mount Refrigerator,single-family,,2009,114201000.0,178,
41,mountain,,Reference Bottom Mount Refrigerator,multi-family,,2009,4863900.0,179,
41,new england,,Reference Bottom Mount Refrigerator,mobile home,,2009,339055.0,180,
41,pacific,,Reference Top Mount Refrigerator,single-family,,2009,146044000.0,181,
41,middle atlantic,,Reference Bottom Mount Refrigerator,multi-family,,2009,21834600.0,182,
41,south atlantic,,Reference Bottom Mount Refrigerator,single-family,,2009,74719800.0,183,
41,east north central,,Reference Side Mount Refrigerator,mobile home,,2009,5141100.0,184,
41,west north central,,Reference Bottom Mount Refrigerator,single-family,,2009,32968600.0,185,
41,new england,,Reference Top Mount Refrigerator,multi-family,,2009,21613100.0,186,
41,mountain,,Reference Bottom Mount Refrigerator,single-family,,2009,31765400.0,187,
41,west south central,,Reference Side Mount Refrigerator,multi-family,,2009,22708400.0,188,
41,west north central,,Reference Top Mount Refrigerator,multi-family,,2009,14678100.0,189,
41,south atlantic,,Reference Top Mount Refrigerator,mobile home,,2009,26346500.0,190,
41,west south central,,Reference Bottom Mount Refrigerator,single-family,,2009,43692200.0,191,
41,east north central,,Reference Top Mount Refrigerator,mobile home,,2009,6512060.0,192,
41,middle atlantic,,Reference Side Mount Refrigerator,single-family,,2009,99571000.0,193,
41,west south central,,Reference Side Mount Refrigerator,single-family,,2009,90158600.0,194,
41,east south central,,Reference Bottom Mount Refrigerator,multi-family,,2009,3680610.0,195,
41,west south central,,Reference Side Mount Refrigerator,mobile home,,2009,7310910.0,196,
41,mountain,,Reference Side Mount Refrigerator,single-family,,2009,65547700.0,197,
41,middle atlantic,,Reference Top Mount Refrigerator,single-family,,2009,126123000.0,198,
41,mountain,,Reference Top Mount Refrigerator,mobile home,,2009,7147050.0,199,
41,east south central,,Reference Bottom Mount Refrigerator,mobile home,,2009,2642590.0,200,
41,south atlantic,,Reference Side Mount Refrigerator,multi-family,,2009,36878000.0,201,
41,west north central,,Reference Top Mount Refrigerator,single-family,,2009,86171900.0,202,
41,east south central,,Reference Top Mount Refrigerator,mobile home,,2009,6907090.0,203,
41,mountain,,Reference Top Mount Refrigerator,multi-family,,2009,12713100.0,204,
41,pacific,,Reference Bottom Mount Refrigerator,single-family,,2009,55875100.0,205,
41,middle atlantic,,Reference Side Mount Refrigerator,multi-family,,2009,45055400.0,206,
41,east north central,,Reference Side Mount Refrigerator,multi-family,,2009,34266500.0,207,
41,east north central,,Reference Top Mount Refrigerator,single-family,,2009,179787000.0,208,
41,west south central,,Reference Bottom Mount Refrigerator,multi-family,,2009,11004800.0,209,
41,south atlantic,,Reference Side Mount Refrigerator,single-family,,2009,154184000.0,210,
41,new england,,Reference Side Mount Refrigerator,single-family,,2009,34760600.0,211,
41,west north central,,Reference Side Mount Refrigerator,multi-family,,2009,11588000.0,212,
41,mountain,,Reference Top Mount Refrigerator,single-family,,2009,83027100.0,213,
41,east south central,,Reference Bottom Mount Refrigerator,single-family,,2009,26315500.0,214,
41,new england,,Reference Top Mount Refrigerator,mobile home,,2009,886206.0,215,
41,west north central,,Reference Side Mount Refrigerator,single-family,,2009,68030500.0,216,
41,south atlantic,,Reference Bottom Mount Refrigerator,multi-family,,2009,17871600.0,217,
41,middle atlantic,,Reference Top Mount Refrigerator,multi-family,,2009,57070200.0,218,
41,mountain,,Reference Side Mount Refrigerator,mobile home,,2009,5642410.0,219,
41,east north central,,Reference Bottom Mount Refrigerator,mobile home,,2009,2491450.0,220,
41,new england,,Reference Bottom Mount Refrigerator,multi-family,,2009,8268970.0,221,
41,new england,,Reference Side Mount Refrigerator,multi-family,,2009,17062900.0,222,
41,pacific,,Reference Side Mount Refrigerator,single-family,,2009,115298000.0,223,
42,new england,,Reference Upright Freezer,single-family,,2009,7151260.0,224,
42,middle atlantic,,Reference Upright Freezer,single-family,,2009,22991900.0,225,
42,east north central,,Reference Upright Freezer,single-family,,2009,43893400.0,226,
42,west north central,,Reference Upright Freezer,single-family,,2009,26522300.0,227,
42,south atlantic,,Reference Upright Freezer,single-family,,2009,39825000.0,228,
42,east south central,,Reference Upright Freezer,single-family,,2009,21046200.0,229,
42,west south central,,Reference Upright Freezer,single-family,,2009,27424900.0,230,
42,mountain,,Reference Upright Freezer,single-family,,2009,18612200.0,231,
42,pacific,,Reference Upright Freezer,single-family,,2009,21685800.0,232,
42,new england,,Reference Upright Freezer,multi-family,,2009,793798.0,233,
42,middle atlantic,,Reference Upright Freezer,multi-family,,2009,2330750.0,234,
42,east north central,,Reference Upright Freezer,multi-family,,2009,3349730.0,235,
42,west north central,,Reference Upright Freezer,multi-family,,2009,702501.0,236,
42,south atlantic,,Reference Upright Freezer,multi-family,,2009,2002150.0,237,
42,east south central,,Reference Upright Freezer,multi-family,,2009,416119.0,238,
42,west south central,,Reference Upright Freezer,multi-family,,2009,949532.0,239,
42,mountain,,Reference Upright Freezer,multi-family,,2009,321184.0,240,
42,pacific,,Reference Upright Freezer,multi-family,,2009,1078900.0,241,
42,new england,,Reference Upright Freezer,mobile home,,2009,58962.8,242,
42,middle atlantic,,Reference Upright Freezer,mobile home,,2009,920530.0,243,
42,east north central,,Reference Upright Freezer,mobile home,,2009,1735380.0,244,
42,west north central,,Reference Upright Freezer,mobile home,,2009,1735310.0,245,
42,south atlantic,,Reference Upright Freezer,mobile home,,2009,5666880.0,246,
42,east south central,,Reference Upright Freezer,mobile home,,2009,1970270.0,247,
42,west south central,,Reference Upright Freezer,mobile home,,2009,1466350.0,248,
42,mountain,,Reference Upright Freezer,mobile home,,2009,1819030.0,249,
42,pacific,,Reference Upright Freezer,mobile home,,2009,1628370.0,250,
42,new england,,Reference Chest Freezer,single-family,,2009,10726900.0,251,
42,middle atlantic,,Reference Chest Freezer,single-family,,2009,34487800.0,252,
42,east north central,,Reference Chest Freezer,single-family,,2009,65840200.0,253,
42,west north central,,Reference Chest Freezer,single-family,,2009,39783500.0,254,
42,south atlantic,,Reference Chest Freezer,single-family,,2009,59737500.0,255,
42,east south central,,Reference Chest Freezer,single-family,,2009,31569300.0,256,
42,west south central,,Reference Chest Freezer,single-family,,2009,41137400.0,257,
42,mountain,,Reference Chest Freezer,single-family,,2009,27918400.0,258,
42,pacific,,Reference Chest Freezer,single-family,,2009,32528700.0,259,
42,new england,,Reference Chest Freezer,multi-family,,2009,1190700.0,260,
42,middle atlantic,,Reference Chest Freezer,multi-family,,2009,3496130.0,261,
42,east north central,,Reference Chest Freezer,multi-family,,2009,5024590.0,262,
42,west north central,,Reference Chest Freezer,multi-family,,2009,1053750.0,263,
42,south atlantic,,Reference Chest Freezer,multi-family,,2009,3003230.0,264,
42,east south central,,Reference Chest Freezer,multi-family,,2009,624179.0,265,
42,west south central,,Reference Chest Freezer,multi-family,,2009,1424300.0,266,
42,mountain,,Reference Chest Freezer,multi-family,,2009,481777.0,267,
42,pacific,,Reference Chest Freezer,multi-family,,2009,1618350.0,268,
42,new england,,Reference Chest Freezer,mobile home,,2009,88444.2,269,
42,middle atlantic,,Reference Chest Freezer,mobile home,,2009,1380790.0,270,
42,east north central,,Reference Chest Freezer,mobile home,,2009,2603070.0,271,
42,west north central,,Reference Chest Freezer,mobile home,,2009,2602960.0,272,
42,south atlantic,,Reference Chest Freezer,mobile home,,2009,8500320.0,273,
42,east south central,,Reference Chest Freezer,mobile home,,2009,2955410.0,274,
42,west south central,,Reference Chest Freezer,mobile home,,2009,2199520.0,275,
42,mountain,,Reference Chest Freezer,mobile home,,2009,2728550.0,276,
42,pacific,,Reference Chest Freezer,mobile home,,2009,2442550.0,277,
40,new england,,,single-family,,2009,728807000.0,278,
40,middle atlantic,,,single-family,,2009,1914600000.0,279,
40,east north central,,,single-family,,2009,2374700000.0,280,
40,west north central,,,single-family,,2009,1274060000.0,281,
40,south atlantic,,,single-family,,2009,3268340000.0,282,
40,east south central,,,single-family,,2009,1066600000.0,283,
40,west south central,,,single-family,,2009,1681650000.0,284,
40,mountain,,,single-family,,2009,1353210000.0,285,
40,pacific,,,single-family,,2009,2167610000.0,286,
40,new england,,,multi-family,,2009,203691000.0,287,
40,middle atlantic,,,multi-family,,2009,503875000.0,288,
40,east north central,,,multi-family,,2009,441941000.0,289,
40,west north central,,,multi-family,,2009,205081000.0,290,
40,south atlantic,,,multi-family,,2009,808967000.0,291,
40,east south central,,,multi-family,,2009,169405000.0,292,
40,west south central,,,multi-family,,2009,465422000.0,293,
40,mountain,,,multi-family,,2009,289069000.0,294,
40,pacific,,,multi-family,,2009,641538000.0,295,
40,new england,,,mobile home,,2009,4977610.0,296,
40,middle atlantic,,,mobile home,,2009,65539700.0,297,
40,east north central,,,mobile home,,2009,35236100.0,298,
40,west north central,,,mobile home,,2009,62697800.0,299,
40,south atlantic,,,mobile home,,2009,215483000.0,300,
40,east south central,,,mobile home,,2009,61245800.0,301,
40,west south central,,,mobile home,,2009,93861500.0,302,
40,mountain,,,mobile home,,2009,62085000.0,303,
40,pacific,,,mobile home,,2009,90241500.0,304,
37,us,,,single-family,reflectors,2012,3140.2,305,
37,us,,,multi-family,reflectors,2012,962.0,306,
37,us,,,mobile home,reflectors,2012,962.0,307,
37,us,,,single-family,linear fluorescents,2012,5054.8,308,
37,us,,,multi-family,linear fluorescents,2012,6258.0,309,
37,us,,,mobile home,linear fluorescents,2012,1564.0,310,
37,us,,,single-family,exterior,2012,9494.0,311,
37,us,,,multi-family,exterior,2012,1796.0,312,
37,us,,,mobile home,exterior,2012,4705.0,313,
65,us,,,,,2012,177.2,367,
65,us,,,,,2013,196.6,368,
65,us,,,,,2014,196.7,369,
65,us,,,,,2015,176.996,370,
65,us,,,,,2016,175.624,371,
65,us,,,,,2017,182.122,372,
65,us,,,,,2018,184.988,373,
65,us,,,,,2019,187.095,374,
65,us,,,,,2020,189.348,375,
65,us,,,,,2021,192.072,376,
65,us,,,,,2022,194.278,377,
65,us,,,,,2023,195.926,378,
65,us,,,,,2024,197.241,379,
65,us,,,,,2025,197.417,380,
65,us,,,,,2026,196.672,381,
65,us,,,,,2027,196.538,382,
65,us,,,,,2028,196.742,383,
65,us,,,,,2029,197.248,384,
65,us,,,,,2030,198.161,385,
65,us,,,,,2031,198.889,386,
65,us,,,,,2032,199.793,387,
65,us,,,,,2033,201.604,388,
65,us,,,,,2034,204.098,389,
65,us,,,,,2035,206.863,390,
65,us,,,,,2036,209.382,391,
65,us,,,,,2037,212.324,392,
65,us,,,,,2038,215.661,393,
65,us,,,,,2039,218.733,394,
65,us,,,,,2040,221.295,395,
73,washington,,,light commercial trucks,,2040,1369040000.0,396,
73,washington,,,light commercial trucks,,2020,1452540000.0,404,
73,new york,,,light commercial trucks,,2020,7809910000.0,414,
73,new york,,,light commercial trucks,,2012,8316740000.0,424,
73,washington,,,light commercial trucks,,2030,1420040000.0,442,
73,washington,,,light commercial trucks,,2012,1217480000.0,452,
73,new york,,,light commercial trucks,,2030,8412150000.0,462,
72,new york,,,,,2012,57296800000.0,4885,
72,new york,,,,,2020,61064400000.0,4886,
72,new york,,,,,2030,65773300000.0,4887,
73,washington,,,light trucks,,2020,29298100000.0,4889,
73,washington,,,light trucks,,2040,24482300000.0,4893,
73,washington,,,light trucks,,2030,27847800000.0,4896,
72,washington,,,,,2012,22660800000.0,4901,
72,washington,,,,,2020,25159600000.0,4902,
72,washington,,,,,2030,23946400000.0,4903,
72,washington,,,,,2040,21151000000.0,4904,
73,new york,,,light trucks,,2012,53626400000.0,4905,
73,new york,,,light trucks,,2020,58014600000.0,4906,
73,new york,,,light trucks,,2030,62488200000.0,4907,
73,washington,,,light trucks,,2012,26479100000.0,4908,
66,us,,,intercity,,2014,262.53,5063,
66,us,,,school,,2014,364.882,5064,
66,washington,,,intercity,,2014,262.53,5068,
66,washington,,,school,,2014,364.882,5069,
65,washington,,,,,2012,3.3897,6322,
65,washington,,,,,2013,3.28894,6323,
65,washington,,,,,2014,3.36736,6324,
65,washington,,,,,2015,3.43496,6325,
65,washington,,,,,2016,3.48415,6326,
65,washington,,,,,2017,3.5185,6327,
65,washington,,,,,2018,3.54498,6328,
65,washington,,,,,2019,3.59884,6329,
65,washington,,,,,2020,3.61129,6330,
65,washington,,,,,2021,3.61602,6331,
65,washington,,,,,2022,3.61226,6332,
65,washington,,,,,2023,3.60319,6333,
65,washington,,,,,2024,3.58868,6334,
65,washington,,,,,2025,3.56956,6335,
65,washington,,,,,2026,3.5479,6336,
65,washington,,,,,2027,3.52199,6337,
65,washington,,,,,2028,3.49561,6338,
65,washington,,,,,2029,3.4674,6339,
65,washington,,,,,2030,3.43715,6340,
65,washington,,,,,2031,3.40488,6341,
65,washington,,,,,2032,3.37055,6342,
65,washington,,,,,2033,3.33798,6343,
65,washington,,,,,2034,3.30055,6344,
65,washington,,,,,2035,3.26111,6345,
65,washington,,,,,2036,3.21969,6346,
65,washington,,,,,2037,3.17646,6347,
65,washington,,,,,2038,3.1314,6348,
65,washington,,,,,2039,3.08455,6349,
65,washington,,,,,2040,3.03592,6350,
68,new england,,,,,1995,17.0571,6351,
68,middle atlantic,,,,,1995,46.7379,6352,
68,east north central,,,,,1995,134.474,6353,
68,west north central,,,,,1995,129.897,6354,
68,south atlantic,,,,,1995,96.7673,6355,
68,east south central,,,,,1995,41.4518,6356,
68,west south central,,,,,1995,128.324,6357,
68,mountain,,,,,1995,61.9053,6358,
68,pacific,,,,,1995,124.641,6359,
68,new england,,,,,1996,18.1934,6360,
68,middle atlantic,,,,,1996,49.8515,6361,
68,east north central,,,,,1996,143.433,6362,
68,west north central,,,,,1996,138.551,6363,
68,south atlantic,,,,,1996,103.214,6364,
68,east south central,,,,,1996,44.2132,6365,
68,west south central,,,,,1996,136.872,6366,
68,mountain,,,,,1996,66.0293,6367,
68,pacific,,,,,1996,132.945,6368,
68,new england,,,,,1997,18.2393,6369,
68,middle atlantic,,,,,1997,49.9773,6370,
68,east north central,,,,,1997,143.795,6371,
68,west north central,,,,,1997,138.9,6372,
68,south atlantic,,,,,1997,103.474,6373,
68,east south central,,,,,1997,44.3247,6374,
68,west south central,,,,,1997,137.218,6375,
68,mountain,,,,,1997,66.1958,6376,
68,pacific,,,,,1997,133.28,6377,
68,new england,,,,,1998,17.4171,6378,
68,middle atlantic,,,,,1998,50.9927,6379,
68,east north central,,,,,1998,146.122,6380,
68,west north central,,,,,1998,140.435,6381,
68,south atlantic,,,,,1998,104.517,6382,
68,east south central,,,,,1998,46.3059,6383,
68,west south central,,,,,1998,136.833,6384,
68,mountain,,,,,1998,63.7407,6385,
68,pacific,,,,,1998,137.085,6386,
68,new england,,,,,1999,16.8664,6387,
